Attributes,Close,High,Low,Open,Volume
2016-08-05,14.812,15.07,14.59,14.625,1894736
2016-08-08,14.892,15.09,14.864,14.865,1398808
2016-08-09,14.688,14.922,14.63,14.855,1692932
2016-08-10,15.04,15.042,14.638,14.725,1244692
2016-08-11,15.058,15.154,14.93,15.12,971736
2016-08-12,15.002,15.115,14.805,15.002,699248
2016-08-15,15.15,15.252,14.954,14.99,551176
2016-08-16,14.98,15.125,14.868,15.125,800568
2016-08-17,14.992,15.048,14.895,15.0,991812
2016-08-18,15.02,15.135,14.92,14.952,628540
2016-08-19,15.05,15.178,14.932,15.0,560236
2016-08-22,15.228,15.24,14.935,14.95,823248
2016-08-23,15.51,15.622,15.245,15.25,890992
2016-08-24,15.332,15.538,15.258,15.442,519720
2016-08-25,15.518,15.522,15.252,15.328,549628
2016-08-26,15.445,15.732,15.26,15.608,537956
2016-08-29,15.938,16.04,15.422,15.422,1519328
2016-08-30,15.778,16.09,15.675,16.02,1164484
2016-08-31,15.485,15.775,15.385,15.688,1110224
2016-09-01,15.51,15.58,15.318,15.495,803004
2016-09-02,15.472,15.575,15.425,15.502,776332
2016-09-06,15.46,15.598,15.232,15.558,1165448
2016-09-07,15.388,15.482,15.288,15.462,1362596
2016-09-08,15.095,15.42,15.025,15.4,930516
2016-09-09,14.35,14.944,14.258,14.942,1402244
2016-09-12,14.67,14.728,14.228,14.248,767596
2016-09-13,14.35,14.62,14.18,14.55,831364
2016-09-14,14.478,14.498,14.288,14.342,810792
2016-09-15,14.318,14.505,14.032,14.505,1188624
2016-09-16,14.155,14.318,14.122,14.288,1618680
2016-09-19,14.212,14.428,14.125,14.19,608072
2016-09-20,14.198,14.302,14.13,14.298,473220
2016-09-21,14.472,14.49,14.175,14.295,612592
2016-09-22,14.64,14.682,14.44,14.582,980236
2016-09-23,14.638,14.748,14.49,14.64,561520
2016-09-26,14.535,14.778,14.52,14.542,401412
2016-09-27,14.828,14.96,14.536,14.585,726496
2016-09-28,14.91,14.99,14.768,14.89,602040
2016-09-29,14.598,14.975,14.545,14.92,717608
2016-09-30,14.68,14.752,14.501,14.718,610148
2016-10-03,14.67,14.974,14.488,14.678,1122912
2016-10-04,14.72,14.868,14.655,14.702,626960
2016-10-05,14.832,14.938,14.748,14.748,372192
2016-10-06,15.128,15.27,14.765,14.795,517112
2016-10-07,14.95,15.122,14.842,15.112,534700
2016-10-10,15.225,15.332,15.068,15.068,397944
2016-10-11,14.8,15.232,14.755,15.155,463224
2016-10-12,14.818,14.978,14.672,14.798,554284
2016-10-13,14.525,14.71,14.51,14.665,530296
2016-10-14,14.648,14.865,14.593,14.608,349888
2016-10-17,14.795,14.81,14.568,14.692,384860
2016-10-18,14.685,14.982,14.682,14.982,330816
2016-10-19,14.665,14.788,14.53,14.712,623576
2016-10-20,14.162,14.562,14.11,14.562,922784
2016-10-21,14.042,14.188,13.904,13.982,891424
2016-10-24,13.985,14.215,13.962,14.112,976300
2016-10-25,13.272,13.928,13.218,13.928,1362400
2016-10-26,13.19,13.505,13.175,13.175,1221548
2016-10-27,12.975,13.268,12.92,13.225,753828
2016-10-28,13.138,13.282,12.858,12.972,1069604
2016-10-31,13.452,13.502,13.05,13.155,1277152
2016-11-01,13.312,13.502,13.185,13.498,1456268
2016-11-02,12.938,13.368,12.93,13.3,1158148
2016-11-03,12.728,13.041,12.702,12.985,1156924
2016-11-04,13.125,13.28,12.761,12.805,1272392
2016-11-07,13.115,13.452,12.898,13.4,1981032
2016-11-08,14.572,14.792,13.75,13.75,3775284
2016-11-09,14.822,15.14,14.268,14.432,2036020
2016-11-10,15.712,15.798,14.955,15.062,1499880
2016-11-11,16.052,16.29,15.618,15.81,1564068
2016-11-14,16.762,16.785,15.868,16.25,1320016
2016-11-15,16.588,16.96,16.535,16.792,1028428
2016-11-16,16.678,16.835,16.41,16.582,791688
2016-11-17,17.248,17.395,16.746,16.76,1542380
2016-11-18,17.302,17.348,17.09,17.258,1029492
2016-11-21,17.535,18.052,17.236,17.42,2124192
2016-11-22,17.35,17.462,16.922,17.202,1896084
2016-11-23,17.455,17.555,17.005,17.228,947824
2016-11-25,17.74,17.74,17.345,17.575,262484
2016-11-28,17.002,17.712,16.895,17.658,1830356
2016-11-29,16.95,17.348,16.898,17.002,1610088
2016-11-30,16.448,17.242,16.315,17.132,1704312
2016-12-01,16.905,16.922,16.465,16.515,1547164
2016-12-02,16.985,17.198,16.78,16.908,934336
2016-12-05,17.195,17.345,17.032,17.1,838728
2016-12-06,17.055,17.296,16.935,17.242,1557776
2016-12-07,16.745,17.018,16.74,16.992,1218276
2016-12-08,17.18,17.21,16.73,16.755,1043312
2016-12-09,17.325,17.412,17.208,17.22,721708
2016-12-12,17.212,17.3,17.062,17.232,595512
2016-12-13,17.288,17.458,17.192,17.322,904468
2016-12-14,16.88,17.378,16.822,17.305,794208
2016-12-15,16.76,17.39,16.64,16.94,1000876
2016-12-16,16.695,16.932,16.59,16.82,1527116
2016-12-19,16.505,16.888,16.47,16.642,632828
2016-12-20,16.492,16.645,16.315,16.645,1292120
2016-12-21,16.485,16.702,16.422,16.512,820268
2016-12-22,16.265,16.621,16.128,16.425,727712
2016-12-23,16.335,16.376,16.185,16.258,349040
2016-12-27,16.535,16.682,16.25,16.25,406784
2016-12-28,16.475,16.661,16.35,16.555,675188
2016-12-29,16.495,16.662,16.412,16.478,639512
2016-12-30,16.1,16.545,16.008,16.545,634040
2017-01-03,16.782,16.95,16.24,16.24,1841952
2017-01-04,17.315,17.588,16.844,17.072,2496120
2017-01-05,16.782,17.49,16.272,17.418,1377852
2017-01-06,16.732,16.99,16.682,16.772,716448
2017-01-09,16.83,16.855,16.398,16.75,892096
2017-01-10,17.185,17.3,16.79,16.945,821804
2017-01-11,17.318,17.448,17.008,17.2,947832
2017-01-12,17.145,17.322,16.738,17.322,573320
2017-01-13,17.448,17.632,17.25,17.25,816128
2017-01-17,17.12,17.5,17.065,17.418,625584
2017-01-18,17.328,17.398,16.838,16.995,885564
2017-01-19,16.932,17.482,16.92,17.33,570192
2017-01-20,16.928,17.122,16.87,16.948,540132
2017-01-23,17.038,17.085,16.738,16.802,616100
2017-01-24,17.572,17.711,17.152,17.152,848732
2017-01-25,17.49,17.925,17.43,17.802,1006128
2017-01-26,17.078,17.595,16.985,17.515,623404
2017-01-27,17.042,17.115,16.712,16.99,488812
2017-01-30,16.842,16.964,16.559,16.872,857668
2017-01-31,16.932,16.97,16.649,16.778,524112
2017-02-01,16.918,17.197,16.565,17.015,677444
2017-02-02,16.602,16.892,16.522,16.888,690972
2017-02-03,17.138,17.195,16.698,16.728,625204
2017-02-06,16.982,17.088,16.87,17.068,524020
2017-02-07,16.75,17.18,16.562,17.068,734848
2017-02-08,16.812,16.812,16.52,16.662,824140
2017-02-09,17.018,17.06,16.788,16.882,860764
2017-02-10,17.172,17.208,16.911,17.088,994496
2017-02-13,17.222,17.412,17.132,17.33,497424
2017-02-14,17.152,17.206,16.942,17.175,567136
2017-02-15,17.522,17.608,17.09,17.09,747104
2017-02-16,17.642,17.658,17.271,17.565,713612
2017-02-17,17.452,17.75,17.299,17.63,2148368
2017-02-21,17.788,19.539,17.632,18.188,2966504
2017-02-22,16.452,17.942,16.048,17.7,3992192
2017-02-23,16.628,17.072,16.282,16.662,2078272
2017-02-24,16.575,16.598,16.302,16.57,1415384
2017-02-27,17.07,17.162,16.575,16.645,1717760
2017-02-28,17.002,17.165,16.85,17.16,2211468
2017-03-01,17.558,17.695,17.172,17.29,2139648
2017-03-02,17.458,17.668,17.345,17.555,1170116
2017-03-03,17.262,17.5,17.058,17.5,812084
2017-03-06,17.115,17.38,17.061,17.138,983856
2017-03-07,17.252,17.278,16.882,17.038,969032
2017-03-08,17.315,17.46,17.17,17.302,939944
2017-03-09,17.218,17.375,17.055,17.312,928588
2017-03-10,17.702,17.732,17.235,17.338,713340
2017-03-13,17.97,18.032,17.622,17.625,841820
2017-03-14,17.668,17.985,17.564,17.8,1354228
2017-03-15,17.97,18.018,17.68,17.76,716460
2017-03-16,18.222,18.262,17.975,18.038,757300
2017-03-17,18.185,18.32,18.075,18.275,1359748
2017-03-20,17.935,18.18,17.776,18.162,705396
2017-03-21,17.338,18.05,17.322,17.96,749584
2017-03-22,17.098,17.428,16.915,17.282,781952
2017-03-23,17.375,17.444,17.04,17.162,713216
2017-03-24,17.548,17.642,17.392,17.408,589168
2017-03-27,17.472,17.572,16.954,17.322,800556
2017-03-28,17.478,17.528,17.218,17.338,728856
2017-03-29,17.15,17.45,17.045,17.45,833584
2017-03-30,17.2,17.416,17.108,17.202,728132
2017-03-31,17.348,17.408,17.052,17.172,689740
2017-04-03,16.842,17.472,16.788,17.412,928192
2017-04-04,16.842,16.985,16.711,16.785,522660
2017-04-05,16.658,17.088,16.642,16.988,460040
2017-04-06,16.81,16.922,16.652,16.67,400296
2017-04-07,16.75,16.85,16.582,16.7,507564
2017-04-10,16.73,16.936,16.66,16.678,454120
2017-04-11,17.012,17.02,16.638,16.66,496364
2017-04-12,16.732,16.985,16.575,16.985,603680
2017-04-13,16.638,16.712,16.52,16.668,860360
2017-04-17,16.962,16.992,16.632,16.678,451412
2017-04-18,16.858,16.969,16.72,16.875,446580
2017-04-19,17.19,17.212,16.91,16.91,882964
2017-04-20,17.468,17.588,17.202,17.312,673140
2017-04-21,17.465,17.574,17.259,17.465,599856
2017-04-24,17.622,17.802,17.51,17.72,578828
2017-04-25,18.075,18.178,17.782,17.782,703528
2017-04-26,18.382,18.478,18.062,18.075,669480
2017-04-27,18.698,18.8,18.338,18.41,1053096
2017-04-28,18.298,18.913,18.272,18.818,999692
2017-05-01,18.88,18.892,18.372,18.372,738128
2017-05-02,18.442,18.961,18.298,18.85,669392
2017-05-03,18.412,18.56,18.178,18.342,801716
2017-05-04,18.78,18.785,18.192,18.535,1050724
2017-05-05,17.03,19.122,16.771,18.795,4454844
2017-05-08,16.39,17.078,16.16,16.932,2989696
2017-05-09,16.432,16.528,16.312,16.378,1145300
2017-05-10,16.36,16.545,16.082,16.398,1154240
2017-05-11,16.23,16.295,16.022,16.292,842408
2017-05-12,16.14,16.31,15.94,16.15,788240
2017-05-15,16.402,16.48,16.017,16.14,810544
2017-05-16,16.332,16.552,16.095,16.365,1038512
2017-05-17,15.855,16.115,15.8,16.115,841472
2017-05-18,15.938,16.028,15.628,15.83,691776
2017-05-19,15.87,16.138,15.808,16.008,462432
2017-05-22,15.995,16.095,15.84,15.972,497228
2017-05-23,15.99,16.1,15.822,16.085,413772
2017-05-24,15.84,16.115,15.8,15.99,463592
2017-05-25,15.778,15.964,15.67,15.868,646136
2017-05-26,15.682,15.712,15.53,15.682,613336
2017-05-30,15.798,15.898,15.392,15.612,939532
2017-05-31,16.067,16.15,15.755,15.798,1855308
2017-06-01,16.638,16.825,16.337,16.628,1128268
2017-06-02,16.965,17.078,16.695,16.698,1176020
2017-06-05,16.942,17.115,16.731,16.925,729116
2017-06-06,16.855,17.038,16.68,16.792,846816
2017-06-07,16.355,16.96,16.348,16.822,1201284
2017-06-08,16.305,16.372,16.26,16.372,1309684
2017-06-09,16.372,16.535,16.165,16.328,1123236
2017-06-12,16.462,16.732,16.258,16.398,1018400
2017-06-13,16.77,16.938,16.572,16.765,644720
2017-06-14,16.722,16.855,16.594,16.802,433444
2017-06-15,16.95,17.005,16.302,16.5,885752
2017-06-16,16.91,17.105,16.796,16.83,833252
2017-06-19,17.05,17.122,16.912,16.965,325936
2017-06-20,17.062,17.125,16.789,17.058,521972
2017-06-21,17.06,17.188,16.839,17.09,657212
2017-06-22,16.972,17.14,16.939,17.14,485668
2017-06-23,17.205,17.242,16.95,17.0,771192
2017-06-26,17.258,17.382,17.18,17.25,557376
2017-06-27,16.848,17.308,16.796,17.28,483752
2017-06-28,17.142,17.238,16.862,16.925,429508
2017-06-29,16.89,17.182,16.625,17.182,398688
2017-06-30,16.915,17.09,16.902,16.952,470556
2017-07-03,17.198,17.322,16.925,16.925,265460
2017-07-05,17.108,17.374,16.822,17.2,346772
2017-07-06,16.908,17.025,16.848,16.928,451224
2017-07-07,17.088,17.172,16.908,16.972,327764
2017-07-10,17.14,17.328,16.752,17.01,370528
2017-07-11,17.088,17.275,16.938,17.14,463400
2017-07-12,17.34,17.652,17.258,17.258,717044
2017-07-13,17.512,17.56,17.128,17.322,603160
2017-07-14,17.548,17.652,17.052,17.495,546520
2017-07-17,17.59,17.59,17.388,17.55,523564
2017-07-18,17.585,17.632,17.455,17.52,568672
2017-07-19,17.895,18.06,17.582,17.582,794868
2017-07-20,18.005,18.056,17.65,17.892,597620
2017-07-21,18.298,18.58,17.862,18.24,1380240
2017-07-24,18.382,18.825,18.196,18.3,1418488
2017-07-25,19.002,19.212,18.412,18.488,994832
2017-07-26,18.942,19.155,18.778,19.07,793824
2017-07-27,19.022,19.154,18.828,19.002,872172
2017-07-28,18.702,19.24,18.7,18.895,1372372
2017-07-31,18.802,18.935,18.643,18.73,1604984
2017-08-01,19.345,20.51,18.875,19.0,3676692
2017-08-02,18.885,19.45,18.64,19.305,1548792
2017-08-03,19.442,19.48,18.728,18.91,1177684
2017-08-04,19.918,20.028,19.398,19.462,1254604
2017-08-07,19.775,20.072,19.748,19.922,824488
2017-08-08,19.772,20.188,19.47,19.672,819468
2017-08-09,19.62,19.752,19.42,19.685,768132
2017-08-10,18.962,19.5,18.92,19.5,1651304
2017-08-11,18.99,19.352,18.775,18.828,1263396
2017-08-14,19.125,19.35,18.875,19.092,896236
2017-08-15,18.942,19.226,18.921,19.218,822212
2017-08-16,18.768,19.15,18.681,18.972,1200376
2017-08-17,18.44,18.972,18.395,18.765,1198656
2017-08-18,18.378,18.5,18.15,18.26,841184
2017-08-21,18.232,18.368,18.182,18.325,593216
2017-08-22,18.582,18.604,18.155,18.272,815532
2017-08-23,18.155,18.49,18.078,18.418,493316
2017-08-24,17.998,18.252,17.98,18.252,523016
2017-08-25,18.262,18.455,18.072,18.122,636652
2017-08-28,18.688,18.975,18.312,18.358,715168
2017-08-29,18.888,18.962,18.351,18.452,740904
2017-08-30,19.278,19.338,18.875,18.875,607120
2017-08-31,19.0,19.596,18.965,19.415,686360
2017-09-01,19.115,19.145,18.912,19.098,368924
2017-09-05,18.948,19.162,18.945,19.08,535640
2017-09-06,19.15,19.25,18.862,19.04,655860
2017-09-07,19.825,19.855,18.982,19.18,1489520
2017-09-08,20.1,20.278,19.754,19.82,1131060
2017-09-11,19.73,20.118,19.532,20.075,705892
2017-09-12,19.97,20.102,19.552,19.872,1357416
2017-09-13,20.408,21.07,19.968,20.0,2610660
2017-09-14,20.295,20.45,20.005,20.35,911576
2017-09-15,20.252,20.662,20.17,20.318,1451400
2017-09-18,20.022,20.349,19.79,20.345,839664
2017-09-19,20.09,20.195,19.93,20.108,569208
2017-09-20,20.072,20.31,19.958,20.055,912112
2017-09-21,20.178,20.415,20.072,20.138,556756
2017-09-22,20.698,20.78,20.195,20.195,641868
2017-09-25,21.055,21.068,20.592,20.718,852324
2017-09-26,21.37,21.49,20.942,21.138,902352
2017-09-27,22.032,22.135,21.478,21.55,920584
2017-09-28,22.308,22.352,21.938,22.03,837980
2017-09-29,22.518,22.522,22.209,22.385,1404364
2017-10-02,21.858,22.335,21.627,22.24,1791456
2017-10-03,22.035,22.045,21.59,21.858,1291216
2017-10-04,22.125,22.165,21.835,22.09,709640
2017-10-05,21.75,22.125,21.642,22.125,1209912
2017-10-06,21.8,21.815,21.55,21.725,620876
2017-10-09,21.665,21.838,21.44,21.808,516076
2017-10-10,21.28,21.668,20.908,21.668,1422628
2017-10-11,21.305,21.468,21.15,21.25,1090896
2017-10-12,21.83,21.89,21.275,21.275,862984
2017-10-13,21.645,21.962,21.6,21.918,1590372
2017-10-16,21.655,21.91,21.622,21.662,742668
2017-10-17,21.775,21.892,21.66,21.75,716176
2017-10-18,21.698,21.83,21.542,21.822,512676
2017-10-19,21.782,21.818,21.28,21.625,518040
2017-10-20,22.242,22.378,21.652,21.652,862408
2017-10-23,22.402,22.535,22.2,22.252,902172
2017-10-24,22.812,22.962,22.388,22.412,968080
2017-10-25,21.97,22.795,21.925,22.795,1038488
2017-10-26,22.185,22.286,21.882,22.125,653956
2017-10-27,22.29,22.328,21.835,22.328,515956
2017-10-30,21.778,22.308,21.502,22.24,605572
2017-10-31,27.362,28.098,24.028,24.685,5423292
2017-11-01,26.838,27.448,26.272,27.448,2350424
2017-11-02,26.84,27.235,26.525,26.98,1141188
2017-11-03,26.11,27.141,25.865,26.848,1388520
2017-11-06,26.568,26.62,26.054,26.09,826088
2017-11-07,25.862,26.665,25.828,26.665,1143004
2017-11-08,26.125,26.235,25.6,25.75,964472
2017-11-09,25.622,26.09,25.622,25.622,966936
2017-11-10,25.698,25.858,25.408,25.58,896068
2017-11-13,26.375,26.59,25.51,25.615,718044
2017-11-14,26.575,26.63,26.138,26.282,458312
2017-11-15,26.532,26.85,26.252,26.412,923840
2017-11-16,26.918,27.138,26.292,26.688,728136
2017-11-17,27.002,27.05,26.602,26.768,695104
2017-11-20,27.5,27.505,26.742,27.012,734240
2017-11-21,28.002,28.012,27.339,27.702,690592
2017-11-22,27.888,28.46,27.708,28.025,453104
2017-11-24,28.075,28.122,27.762,27.982,300388
2017-11-27,28.142,28.282,27.922,28.085,553564
2017-11-28,28.93,29.045,28.132,28.245,784772
2017-11-29,29.228,29.26,28.693,29.082,580996
2017-11-30,29.44,29.662,29.042,29.572,727852
2017-12-01,28.295,29.59,27.925,29.475,1055000
2017-12-04,27.748,29.055,27.712,28.792,1087736
2017-12-05,27.44,27.848,27.352,27.78,832440
2017-12-06,27.682,27.765,27.42,27.43,492372
2017-12-07,27.932,28.186,27.638,27.638,927092
2017-12-08,28.102,28.642,28.005,28.262,1206264
2017-12-11,27.288,28.276,27.15,28.112,1006940
2017-12-12,27.155,27.658,27.098,27.382,709800
2017-12-13,27.172,27.555,27.045,27.08,809492
2017-12-14,26.828,27.435,26.688,27.185,632556
2017-12-15,27.07,27.438,26.864,26.968,1979548
2017-12-18,27.355,27.654,27.018,27.41,692152
2017-12-19,26.525,27.36,26.495,27.36,695296
2017-12-20,27.098,27.258,26.481,26.568,605016
2017-12-21,27.278,27.488,26.975,27.065,789272
2017-12-22,26.752,27.412,26.702,27.142,444408
2017-12-26,26.712,26.995,26.613,26.615,475248
2017-12-27,27.192,27.345,26.74,26.772,579184
2017-12-28,27.4,27.442,26.778,27.23,705776
2017-12-29,27.098,27.625,27.075,27.478,662212
2018-01-02,27.288,27.438,27.172,27.365,945684
2018-01-03,28.52,28.668,27.002,27.29,2315736
2018-01-04,27.33,30.1,27.25,28.895,3163612
2018-01-05,27.835,28.077,27.26,27.26,951696
2018-01-08,27.562,27.965,27.505,27.742,572448
2018-01-09,28.485,28.768,27.585,27.608,1393932
2018-01-10,28.368,28.525,27.675,28.368,1062892
2018-01-11,29.198,29.402,29.198,29.198,1089612
2018-01-12,29.302,29.618,28.875,29.25,664368
2018-01-16,27.345,29.572,27.13,29.572,1132100
2018-01-17,27.5,27.65,27.03,27.345,844204
2018-01-18,27.525,27.96,27.402,27.442,569736
2018-01-19,28.56,28.565,27.458,27.458,1043460
2018-01-22,28.73,28.748,28.108,28.562,560036
2018-01-23,28.32,28.622,28.018,28.588,426816
2018-01-24,28.668,28.982,28.352,28.49,566944
2018-01-25,29.305,29.31,28.26,28.928,657956
2018-01-26,28.5,29.425,28.465,29.425,619132
2018-01-29,28.19,28.53,28.135,28.492,519540
2018-01-30,28.025,28.288,27.515,27.878,746656
2018-01-31,27.898,28.45,27.681,28.212,1003092
2018-02-01,27.995,28.08,27.605,27.855,798980
2018-02-02,27.565,27.92,27.438,27.668,1094616
2018-02-05,27.102,27.865,27.082,27.448,1380076
2018-02-06,27.402,27.685,26.375,26.485,1602072
2018-02-07,28.23,28.515,27.192,27.375,761996
2018-02-08,27.142,28.388,27.108,28.218,832308
2018-02-09,27.092,27.415,26.632,27.415,1134904
2018-02-12,27.528,28.075,27.01,27.258,903556
2018-02-13,27.708,27.842,27.282,27.402,441172
2018-02-14,28.105,28.162,27.475,27.475,847116
2018-02-15,28.32,28.571,28.062,28.365,980520
2018-02-16,28.152,28.692,28.152,28.188,826448
2018-02-20,27.93,28.282,27.93,27.93,889756
2018-02-21,27.952,28.539,27.852,28.122,1382056
2018-02-22,26.568,28.96,25.64,28.855,2921784
2018-02-23,27.642,27.645,26.43,26.748,1409864
2018-02-26,27.988,28.47,27.75,27.75,1151880
2018-02-27,26.672,28.325,26.598,28.0,963576
2018-02-28,25.85,26.848,25.82,26.848,1094712
2018-03-01,25.958,26.22,25.37,25.812,1491016
2018-03-02,26.34,26.428,25.36,25.752,784616
2018-03-05,26.255,26.46,25.912,26.12,691088
2018-03-06,26.562,26.605,26.2,26.288,614936
2018-03-07,26.88,27.12,26.25,26.25,816024
2018-03-08,26.535,27.105,26.343,26.93,590760
2018-03-09,26.915,26.945,26.305,26.665,890952
2018-03-12,27.048,27.272,26.828,26.828,689748
2018-03-13,27.068,27.482,26.75,27.25,523696
2018-03-14,26.982,27.26,26.77,27.25,564564
2018-03-15,26.52,27.18,26.318,27.015,443848
2018-03-16,26.788,26.935,26.318,26.468,1211180
2018-03-19,26.67,26.735,26.212,26.735,453408
2018-03-20,26.958,27.278,26.592,26.688,379640
2018-03-21,27.702,27.82,26.826,26.945,664380
2018-03-22,27.852,28.232,27.495,27.495,1514172
2018-03-23,27.062,28.125,26.994,27.905,1265876
2018-03-26,27.755,27.768,26.745,27.548,1023124
2018-03-27,26.788,27.752,26.608,27.752,604132
2018-03-28,26.575,27.075,26.342,26.895,497768
2018-03-29,27.192,27.522,26.69,26.832,504796
2018-04-02,26.515,27.668,26.25,27.34,642348
2018-04-03,27.458,27.662,26.63,26.718,729840
2018-04-04,28.102,28.255,27.09,27.09,771768
2018-04-05,28.422,28.748,28.134,28.272,849868
2018-04-06,27.525,28.388,27.18,28.035,731324
2018-04-09,27.365,27.832,27.332,27.745,381152
2018-04-10,27.468,27.73,27.298,27.73,304696
2018-04-11,27.135,27.516,27.038,27.33,436596
2018-04-12,27.638,27.75,26.958,27.215,451088
2018-04-13,27.65,27.815,27.341,27.788,305524
2018-04-16,28.252,28.278,27.848,27.875,335384
2018-04-17,28.278,28.538,28.178,28.42,531464
2018-04-18,28.495,28.705,28.24,28.442,492744
2018-04-19,27.015,28.52,26.93,28.32,1028900
2018-04-20,26.798,27.462,26.755,27.068,725824
2018-04-23,26.42,26.775,26.195,26.775,681388
2018-04-24,26.008,26.508,25.525,26.465,700628
2018-04-25,26.08,26.268,25.598,25.99,691784
2018-04-26,26.505,26.606,26.03,26.212,655316
2018-04-27,26.308,26.6,26.045,26.52,458668
2018-04-30,25.97,26.485,25.97,26.345,701564
2018-05-01,26.575,26.68,25.828,25.862,770288
2018-05-02,26.258,26.642,26.188,26.485,504908
2018-05-03,26.275,26.468,25.844,26.13,453056
2018-05-04,26.095,26.4,25.804,26.178,679324
2018-05-07,26.535,26.715,26.175,26.248,1020964
2018-05-08,29.38,31.482,28.685,29.138,4140344
2018-05-09,28.24,29.518,28.075,29.518,1523328
2018-05-10,28.548,28.755,28.048,28.405,839736
2018-05-11,28.465,28.738,28.176,28.548,588052
2018-05-14,27.788,28.43,27.628,28.428,516344
2018-05-15,27.502,27.771,27.348,27.738,957004
2018-05-16,27.808,28.03,27.318,27.622,1163352
2018-05-17,28.572,28.692,27.808,27.808,733056
2018-05-18,29.395,29.495,28.715,28.715,791300
2018-05-21,29.685,29.723,29.232,29.562,557476
2018-05-22,28.412,29.75,28.368,29.75,542876
2018-05-23,28.82,28.888,28.13,28.345,502560
2018-05-24,28.935,29.018,28.38,28.815,459624
2018-05-25,29.352,29.528,28.708,28.925,476108
2018-05-29,29.768,29.93,29.065,29.065,848632
2018-05-30,29.588,30.16,29.518,29.988,562356
2018-05-31,29.458,29.842,29.282,29.58,394088
2018-06-01,29.468,29.952,29.446,29.64,577060
2018-06-04,29.648,29.699,29.392,29.612,681200
2018-06-05,30.555,30.708,29.418,29.74,1115420
2018-06-06,31.168,31.348,30.152,30.462,891040
2018-06-07,31.802,31.93,30.9,31.195,943024
2018-06-08,32.32,32.438,31.805,31.805,1276240
2018-06-11,32.148,32.32,31.44,32.312,572324
2018-06-12,31.842,32.265,31.655,32.172,531140
2018-06-13,30.98,31.912,30.692,31.908,681072
2018-06-14,30.862,31.25,30.628,31.195,619204
2018-06-15,31.455,31.472,30.622,30.825,1592040
2018-06-18,32.29,32.328,31.181,31.315,730336
2018-06-19,32.685,32.735,31.645,32.405,714698
2018-06-20,33.015,33.38,32.495,33.07,816954
2018-06-21,32.605,33.365,32.455,33.03,652706
2018-06-22,32.11,32.643,31.545,32.615,1014958
2018-06-25,31.32,31.94,30.69,31.94,785794
2018-06-26,31.64,31.792,31.05,31.495,633692
2018-06-27,30.94,31.857,30.92,31.715,430632
2018-06-28,31.465,31.695,30.575,30.995,532084
2018-06-29,31.295,31.722,31.23,31.55,585162
2018-07-02,32.325,32.34,30.745,31.015,714542
2018-07-03,32.595,32.905,32.365,32.4,498206
2018-07-05,32.935,32.965,32.005,32.75,621214
2018-07-06,33.585,33.79,32.56,32.885,718626
2018-07-09,33.76,34.06,33.59,33.815,554158
2018-07-10,33.305,34.295,33.16,33.855,633704
2018-07-11,33.035,33.59,32.81,33.06,1300164
2018-07-12,32.77,33.3,32.495,33.3,560666
